id,name,front,back,shape,color,색상뒤
198901608,리나브론캡슐,RNBR리나브론,zzzzzz,9,8,초록
198901610,덴티놀정(옥수수불검화정량추출물)(수출용),YI,45,10,12,zzzzzz
198901605,영일염산암브록솔정,Y|I,40,10,15,zzzzzz
199101916,이브론정400밀리그람(이부프로펜),Y|I,32|,9,15,zzzzzz
199101921,영일니페디핀정(수출명:메디코렛트정10밀리그람|FEDIPINETABLET10MG),Y|I,17,10,12,zzzzzz
199101914,영일돔페리돈정,YI,33,10,15,zzzzzz
199201876,영일오플록사신정(수출명:오사신정|타비드정),YI,37,10,12,zzzzzz
199201877,메모로정(도베실산칼슘수화물),Y|I,10,9,15,zzzzzz
199701979,레보파정(레보플록사신수화물)(수출명:VOLEXINTABLET),YI,7,10,13,zzzzzz
199701950,록소드린정150밀리그램(록시트로마이신),YI,36,10,15,zzzzzz
199801986,영일세파드록실캡슐250밀리그람,CFDCFD,zzzzzz,9,7,노랑
199601932,영일테프레논캡슐,TPRNTPRN,zzzzzz,9,8,하양
199601939,락토루스캡슐(락토바실루스아시도필루스균틴달화동결건조물),YILTRS,zzzzzz,9,15,하양
199601942,다나제정(스트렙토키나제·스트렙토도르나제),D,|,10,12,zzzzzz
199701953,알트론정,Y|I,34,10,15,zzzzzz
199701967,로텍정(세티리진염산염)(수출명:ZINRYTECTabs),YI|3,zzzzzz,9,15,zzzzzz
199302060,바이리버캡슐(운지다당체),VILIVER,zzzzzz,9,11,갈색
199801983,엔티론정,EN,zzzzzz,9,15,zzzzzz
199601956,아시틴캡슐(아세틸시스테인),Acytin,zzzzzz,9,10,파랑
199601963,파마킹라니티딘정(라니티딘염산염),zzzzzz,zzzzzz,10,15,zzzzzz
199302080,동인당은행엽엑스정(수출명:DIDBILKANTablet),DIDUK,zzzzzz,9,9,zzzzzz
200804083,하나막스정(수출명;DIDHANAMAXTablet),DID,HNX,9,15,zzzzzz
199401526,시운펩티정5밀리그람(세라티오펩티다제),DID,DID,9,12,zzzzzz
199501694,이바펜400밀리그람정(이부프로펜),DID,DIP,9,15,zzzzzz
199501695,이바펜600밀리그람정(이부프로펜),DIDUK,zzzzzz,9,15,zzzzzz
199101970,크레닉정125밀리그람(클로닉신리시네이트),DID,125,10,12,zzzzzz
199802009,러지텍정(세티리진염산염),DID,DID,9,15,zzzzzz
198501108,헤스필정(아세피필린)(수출용),zzzzzz,|,10,13,zzzzzz
198501107,리메린캅셀(디페메린염산염),경동LMC,zzzzzz,9,7,하양
199001590,프렌틸정(암브록솔염산염)(수출용),FR222,|,10,15,zzzzzz
199001585,쎌틱연질캡슐,SELTIC,zzzzzz,9,8,갈색
199101999,알프린정(말레인산에날라프릴),zzzzzz,|,10,12,zzzzzz
199302093,메술란정(니메술리드)(수출명:DANKALTab.),MESULAN,|,10,13,zzzzzz
199401547,타론정(티로프라미드염산염),TR124,zzzzzz,10,15,zzzzzz
199501715,트리칼연질캡슐(칼시트리올)(수출용),TKC,zzzzzz,8,15,zzzzzz
199702106,록스린정(록시트로마이신)(수출명:RoxyrocinTab.),618,zzzzzz,10,15,zzzzzz
200001871,디.에프캡슐(독시플루리딘),UTDF100,zzzzzz,9,14,하양
199901577,락치스정400밀리그램(미결정에토돌락)(수출용),400,400,8,10,zzzzzz
196300064,부광덱사메타손정,075,|,10,15,zzzzzz
197000104,부광페니토인캡슐100밀리그램,BKPHE,zzzzzz,9,15,하양
197400278,씬지로이드정0.1밀리그램(레보티록신나트륨수화물),SYN,십자|,10,13,zzzzzz
197800303,부광메티마졸정,MET,십자|,10,15,zzzzzz
197800307,싸이메트정(시메티딘),CIMET200,zzzzzz,10,9,zzzzzz
197800305,안티로이드정(프로필티오우라실),ANT50,십자|,10,15,zzzzzz
197900284,싸이메트정300밀리그람(시메티딘),CIMET300,zzzzzz,10,13,zzzzzz
198000304,뮤코론캡슐375밀리그램(카르보시스테인),BKCMC,zzzzzz,9,8,하양
198300603,부광이소맥지속성캡슐(이소소르비드이질산염지속과립),IS20,zzzzzz,9,1,하양|투명
198500892,부광디유렉산정(지파미드),B|K,D,10,15,zzzzzz
198500893,에세푸릴캡슐(니푸록사지드),ECF200,zzzzzz,9,13,노랑
198600903,부광켈론정(베탁솔롤염산염),KE20,|,10,15,zzzzzz
198801248,펙사딘캡슐(페노베린),BKFEX,zzzzzz,9,10,파랑|옅은
199001352,오르필서방정300밀리그램(발프로산나트륨),OR,300,10,15,zzzzzz
199001353,부광아젭틴정(아젤라스틴염산염),BK,AZ,10,13,zzzzzz
199001354,부광코멜리안정50밀리그램(딜라제프염산염수화물),BK,CM5,10,15,zzzzzz
199101529,부광시나트롤정,BKS,|,10,15,zzzzzz
199101531,부광켈론정10밀리그램(베탁솔롤염산염),KE,10,10,15,zzzzzz
199201630,스파스몰리트당의정(트로스퓸염화물),SP,zzzzzz,10,13,zzzzzz
199301717,헤데카정,HDC,zzzzzz,10,15,zzzzzz
199501306,카디알연질캡슐,CA,zzzzzz,8,11,zzzzzz
199701740,세타프릴정25밀리그램(알라세프릴),BK|CP,25,10,15,zzzzzz
199801580,치옥타시드정200밀리그램(티옥트산),THI,zzzzzz,10,8,zzzzzz
199801575,부광티모닐서방정300밀리그램(카르바마제핀),T,십자|,10,15,zzzzzz
199801576,레가론캡슐140(밀크시슬건조엑스산),레가론140레가론140,zzzzzz,9,11,갈색
199901644,레가론캡슐70(밀크시슬건조엑스산),레가론70레가론70,zzzzzz,9,11,갈색
199901651,오르필서방정600밀리그램(발프로산나트륨),OR,600,9,15,zzzzzz
199501299,부광돔페리돈정10밀리그램,DOM,zzzzzz,10,15,zzzzzz
199501305,지아이지정(라니티딘염산염),GI,150,10,15,zzzzzz
198901340,로반트정,LBT,|,9,2,zzzzzz
200401850,돔페린정(돔페리돈말레산염),ND,zzzzzz,10,15,zzzzzz
199901759,네보락신정(레보플록사신수화물),NG,zzzzzz,10,13,zzzzzz
199901764,뉴텐정,SRB,zzzzzz,10,8,zzzzzz
199801625,트리부틴정200밀리그램(트리메부틴말레산염),zzzzzz,|,10,15,zzzzzz
199801634,뉴젠팜옥티늄정(옥틸로늄브롬화물),OTN,zzzzzz,10,15,zzzzzz
199801649,자스티딘캡슐150밀리그램(니자티딘),NGPNGP,zzzzzz,9,13,노랑
200008591,바이엘아스피린정500밀리그람,zzzzzz,ASPIRIN0.5,10,15,zzzzzz
200108428,아달라트연질캅셀10밀리그람(니페디핀),zzzzzz,ADALAT,9,12,zzzzzz
199900929,니모톱정30밀리그램(니모디핀),SK,zzzzzz,10,13,zzzzzz
199900925,글루코바이정50밀리그람(아카보즈),G50,zzzzzz,10,15,zzzzzz
199900924,글루코바이정100밀리그람(아카보즈),G|100,zzzzzz,10,15,zzzzzz
199900927,씨프로바이정250밀리그램(시프로플록사신염산염수화물),CIP|250,zzzzzz,10,15,zzzzzz
199900928,씨프로바이정500밀리그램(시프로플록사신염산염),BAYER,CIP|500,9,15,zzzzzz
198701012,아노벤캅셀(말레인산프로글루메타신),UKPANB,zzzzzz,9,10,하양
198801068,안테비놀정(아테놀롤)(수출용),UK3,zzzzzz,10,15,zzzzzz
199501476,메시마캡슐(상황균사체엑스),한신MSM,zzzzzz,9,11,연두
199601642,레독신캡슐(황련해독탕),RDXRDX,zzzzzz,9,8,초록
198100341,유로세프캡슐500밀리그램(세파드록실수화물),SKURO500,zzzzzz,9,7,하양
199301901,프리클란정375밀리그램(아목시실린수화물|묽은클라불란산칼륨(2:1)),SK,A375,8,15,zzzzzz
199601724,진투스연질캡슐(옥수수불검화정량추출물),SKJTS,zzzzzz,8,2,zzzzzz
199101702,여원모정,WJ59,zzzzzz,9,2,zzzzzz
199801814,포렉트정,WK51,zzzzzz,10,6,zzzzzz
199801826,헤파콜연질캅셀,WalC31,zzzzzz,9,7,zzzzzz
200201717,루비돌캡슐,WalC24,zzzzzz,9,8,초록
200301465,우모리스정(수출용),WJ8,zzzzzz,10,2,zzzzzz
199401319,나로펜정(나프록센나트륨),Wal02,zzzzzz,9,10,zzzzzz
199501505,오스틴돔페리돈정(수출용),WK,28,10,9,zzzzzz
200501801,플루마겐정(탈니플루메이트),WAL,29,10,12,zzzzzz
198801522,하스틴정(시메티딘),WK17,zzzzzz,10,15,zzzzzz
199801867,알지나정(푸마르산케토티펜)(수출용),WK,37,10,13,zzzzzz
199801880,디크롬연질캡슐,WALC21,zzzzzz,9,11,zzzzzz
199801882,하이빌연질캅셀(디히드록시디부틸에테르),WJ34,zzzzzz,8,11,zzzzzz
198701132,피케이멜즈정(아만타딘황산염),P|M,☆HANWHA,10,15,zzzzzz
198701126,가스피로캡슐,HanwhaGAC,zzzzzz,9,8,초록
198801525,뮤테란캡슐200밀리그램(아세틸시스테인),MUC200한화,zzzzzz,9,15,하양
198801534,제스타제정(알리벤돌)(수출용),PBT,zzzzzz,10,14,zzzzzz
199001477,리포멜즈서방캡슐(에토피브레이트),HanwhaLSC,zzzzzz,9,13,노랑|투명
199701845,세보칸정80mg(은행엽엑스),CK80,HANWHA,8,13,zzzzzz
198501067,울코메트정(시메티딘정),zzzzzz,UCM,9,15,zzzzzz
198501065,가르젠정<세라티오펩티다제>,zzzzzz,5,10,12,zzzzzz
198601052,대화와르파린나트륨정2밀리그램,W|2,zzzzzz,10,15,zzzzzz
198601051,대화와르파린나트륨정5밀리그람(수출명:COUFARIN),W|5,zzzzzz,10,14,zzzzzz
198801660,유니솜정(독시라민석시네이트),zzzzzz,D25,8,4,zzzzzz
198801657,대화이부프로펜정400밀리그램(수출명:UPRO400|IBUFEN),zzzzzz,zzzzzz,9,12,zzzzzz
198801650,대화이부프로펜정,zzzzzz,IP2,10,15,zzzzzz
198801643,코푸레스정(수출용)(수출명:안티그립정|FLUFED|시노피드정),zzzzzz,|,9,15,zzzzzz
198801653,게리탐정(피라세탐),Geritam,G|800,10,15,zzzzzz
198801648,메리틴정(트리메부틴말레산염),zzzzzz,ME,10,15,zzzzzz
200501875,오비스정(알벤다졸)(수출용)(수출명:ZENTENEzzzzzzF|ALBENDAZOLE),OViS,|,10,15,zzzzzz
198801655,대화파모티딘정20밀리그람(수출명:FAMOCID),zzzzzz,20,10,15,zzzzzz
198801649,후로스판정(플로로글루시놀),F,zzzzzz,10,15,zzzzzz
198901574,디아코론정(수출용)(수출명:암브로테롤정),zzzzzz,DH,10,13,zzzzzz
198901576,마티겐정(케토티펜푸마르산염),zzzzzz,M,10,15,zzzzzz
198901575,대화염산티클로피딘정(수출용),zzzzzz,zzzzzz,10,15,zzzzzz
199001507,탄돌캡슐(트라마돌염산염)(수출용),TD100,zzzzzz,9,8,하양
199001505,쎄레톱씨연질캡슐,SELETOP,zzzzzz,9,8,갈색
199301967,디제스탈정(수출용),zzzzzz,zzzzzz,9,9,zzzzzz
199301968,디크로닉정250밀리그램(클로닉신리시네이트)(수출용),zzzzzz,DC250,10,10,zzzzzz
199301971,비디카정(비페닐디메틸디카르복실레이트),DHP,BDC,9,15,zzzzzz
199401409,대화세파클러캡슐,CEFA250,zzzzzz,9,5,하양
199501552,세파메칠정(메틸올세팔렉신리시네이트),zzzzzz,MCL,9,12,zzzzzz
199601838,후바후바정,zzzzzz,GTH,9,8,zzzzzz
199701895,세파메칠캡슐(메틸올세팔렉신리시네이트)[수출명:CMP|CEPHAMETHYL),MCL500,zzzzzz,9,7,빨강
199701901,록신마이신정(록시트로마이신)(수출명:Roxin),zzzzzz,ROX,10,15,zzzzzz
199801897,록사트론정(록소프로펜나트륨수화물),zzzzzz,LXT,10,15,zzzzzz
199801901,카바스타정(레보플록사신수화물),zzzzzz,100,10,15,zzzzzz
199401405,탈마정(탈니플루메이트),zzzzzz,TAL370,10,13,zzzzzz
200001455,레보딘정(레보설피리드),LV,MI,10,15,zzzzzz
200000919,넥스캡슐(니자티딘),NEX,zzzzzz,9,13,노랑|옅은
199906848,아벨록스정400밀리그람(목시플록사신염산염),BAYER,M400,9,14,zzzzzz
198902026,타가틴정(시메티딘),HBP,C,10,9,zzzzzz
200001929,부광미졸렌정10밀리그램(미졸라스틴),MZI10,|,9,15,zzzzzz
200702137,코아프로벨정150/12.5밀리그램,zzzzzz,2875,8,14,zzzzzz
200702136,코아프로벨정300/12.5밀리그램,zzzzzz,2876,8,14,zzzzzz
200001712,삼남로페라마이드캡슐(로페라미드염산염),LPDLPD,zzzzzz,9,15,하양
199601314,삼남세파클러캡슐(세파클러수화물)(수출명:사나세프캡슐),CPC,zzzzzz,9,5,하양
199301551,시에스캡슐,CzzzzzzS,zzzzzz,9,8,초록
199801389,아코라마캡슐200밀리그램(아세틸시스테인),AKR200,zzzzzz,9,8,초록
199901516,세란드정(알마게이트),zzzzzz,zzzzzz,10,15,zzzzzz
199901509,아스렌정,SJ,zzzzzz,10,15,zzzzzz
200001827,이소메릭정(레보설피리드),SJI,zzzzzz,10,15,zzzzzz
199801504,이프렌정400밀리그램(이부프로펜)(수출용),SJ4,zzzzzz,10,12,zzzzzz
200001349,레보이드정(레보설피리드),LV,L,10,15,zzzzzz
199800316,스코펜정600밀리그램(이부프로펜),CGP34,zzzzzz,9,12,zzzzzz
199804335,락토딜캅셀(락토바실루스아시도필루스틴달화동결건조물),NKLB170,zzzzzz,9,9,하양
198301327,이든덱사메타손정(덱사메타손),NKS,zzzzzz,10,15,zzzzzz
199804331,넥스팜염산암부록솔정(암브록솔염산염),AMBU,zzzzzz,10,15,zzzzzz
199303749,넥스팜히드로탈시드정,NKHD,zzzzzz,9,15,zzzzzz
200005331,아리돈정,NKA,zzzzzz,10,12,zzzzzz
198601618,아세신캅셀(서양칠엽수종자엑기스),NKACE,zzzzzz,9,3,빨강
199806930,알로판600mg정(이부프로펜),NLL,zzzzzz,8,12,zzzzzz
199904735,징크린정(은행엽엑스)(수출명:NEXTGINKTablet),NKGK,zzzzzz,10,11,zzzzzz
200404214,탈루메이트정(탈니플루메이트),MT,NK,10,12,zzzzzz
199804334,페리돔정(돔페리돈)(수출명:DOMRIDTablet|DOMPERIDONEzzzzzzKTablet),NK1,zzzzzz,10,15,zzzzzz
200004266,티라드정(레보설피리드),S,25,10,15,zzzzzz
200402476,록스탑정(록시트로마이신),SD,RX,10,15,zzzzzz
199802236,파로네프캡슐,SUDOSUDOPRNPRN,zzzzzz,9,13,노랑
199802234,레바록스정100밀리그램(레보플록사신수화물)(수출명:레보플록스|레바닉정),SD,LV,10,15,zzzzzz
199501790,우리들나프록센나트륨정275mg,S|D,|,9,10,zzzzzz
199602065,엘비캅셀(락토바실루스아시도필루스틴달화동결건조물),SUDOSUDOELBELB,zzzzzz,9,15,하양
199602082,팜젠아세틸시스테인캡슐200mg,SUDOSUDOACTACT,zzzzzz,9,10,파랑
198300766,셉티로제정(세라티오펩티다제),SD,ST,10,12,zzzzzz
199302198,팜젠아시클로버정(수출명:파시버정),SD,200,10,10,zzzzzz
198901708,소바인캡슐,SUDOSUDOSBISBI,zzzzzz,9,8,연두
200600160,브롱코박솜캡슐(성인용)(동결건조균체용해물(표준화)),bronchovaxom,zzzzzz,9,10,파랑
200600159,브롱코박솜캡슐(소아용)(동결건조균체용해물(표준화)),bronchovaxom,zzzzzz,9,10,하양
199102043,페나투신캡슐200밀리그람(구아이페네신),FNAFNA,zzzzzz,9,8,하양
199201988,씨앤유캡슐(케노데옥시콜산zzzzzz우르소데옥시콜산삼수화물마그네슘염),CnU250,zzzzzz,9,15,하양
199501832,몰시톤정2밀리그램(몰시도민),M2,zzzzzz,10,12,zzzzzz
199702297,로부펜정(록소프로펜나트륨수화물),zzzzzz,LT,10,15,zzzzzz
199802244,몰시톤정4밀리그램(몰시도민),M4,|,10,14,zzzzzz
200611522,토렘정5밀리그람(토라세미드),T|5.0,zzzzzz,10,15,zzzzzz
200611523,토렘정2.5밀리그람(토라세미드),T2.5,zzzzzz,10,15,zzzzzz
200802223,락토비스캡슐(락토바실루스아시도필루스틴달화동결건조물),COACOA,zzzzzz,9,15,하양
196700049,아스토신당의정,BMI,zzzzzz,10,3,zzzzzz
197700348,하나페니토인정,HANAHANA,|,10,15,zzzzzz
198200559,하나디클로페낙나트륨정(수출용),25,zzzzzz,10,12,zzzzzz
198300806,하나시메티딘정,HNCMT,zzzzzz,10,8,zzzzzz
198601164,하나디클로페낙나트륨정50밀리그램(수출용),HN50,zzzzzz,10,12,zzzzzz
198901850,코네트정(클로닉신리신),HNKNT,zzzzzz,10,1,zzzzzz
199803156,젠스마정(케토티펜푸마르산염)(수출용),zzzzzz,JSM,10,14,zzzzzz
199502463,풍림아테놀롤정,PL,A,10,15,zzzzzz
199602832,풍림글리클라짓정,PL,G,10,15,zzzzzz
199602833,풍림오플록사신정,PL,O,10,12,zzzzzz
199602834,풍림바클로펜정,PL,B,10,15,zzzzzz
198100590,세르복스캅셀,SBX,zzzzzz,9,7,노랑
198401158,데오크레캡슐130밀리그램(테오필린),THEO,zzzzzz,9,15,하양|투명
198401170,투자닐캅셀(피제움아프리카늄엑스),TZN,zzzzzz,9,10,노랑
198802575,무스켈정250밀리그람(카르바민산클로르페네신),zzzzzz,MSK,10,15,zzzzzz
199602862,바이오제정,BIO,zzzzzz,9,8,zzzzzz
199703129,설리드정(록시트로마이신),zzzzzz,SLD,10,15,zzzzzz
199703130,바이오돌연질캅셀(옥수수불검화정량추출물),BOD,zzzzzz,8,12,zzzzzz
199803192,가트정,zzzzzz,GT,10,15,zzzzzz
199703126,아티란캡슐200밀리그램(아세틸시스테인),ATR,zzzzzz,9,8,하양
199602859,알보젠돔페리돈말레산염정,zzzzzz,MD,10,13,zzzzzz
199803188,핑큐정,zzzzzz,PQ,10,14,zzzzzz
198701796,마이드린캡슐,GCC마이드린,zzzzzz,9,10,파랑
199502505,도네오연질캡슐(수출용),Doneo,zzzzzz,9,8,zzzzzz
198000572,베노라제정(배농산급탕건조엑스),zzzzzz,2,9,8,zzzzzz
199002351,스티라제정(수출명:판레틴정|PANRETINETablets|TILASEtab.KeisineTab.)(수출용),zzzzzz,5,9,15,zzzzzz
199103337,삼익돔페리돈정,D,zzzzzz,10,15,zzzzzz
199602939,마노렉스연질캡슐,MRS,zzzzzz,9,7,zzzzzz
199903636,마파람에프캡슐,MAF,zzzzzz,9,13,노랑
199502575,삼익이부프로펜정,zzzzzz,IBF,9,12,zzzzzz
199502582,삼익오플록사신정,zzzzzz,OFC,9,15,zzzzzz
199801027,야르신정(히페리시80%메탄올건조엑스),JARSIN,zzzzzz,10,13,zzzzzz
199906840,에스트라시트캡슐140밀리그램(에스트라머스틴인산나트륨수화물),ESTRACYT®KPh750,zzzzzz,9,15,하양
199806681,에스트로펨정1밀리그람(에스트라디올반수화물),NOVO282,zzzzzz,10,7,zzzzzz
199806682,에스트로펨정2밀리그람(에스트라디올반수화물),NOVO280,zzzzzz,10,10,zzzzzz
200008769,엑셀론캡슐1.5밀리그램(리바스티그민타르타르산염),EXELON1.5mg,zzzzzz,9,13,노랑
200008770,엑셀론캡슐3.0밀리그램(리바스티그민타르타르산염),EXELON3mg,zzzzzz,9,12,주황
200008771,엑셀론캡슐4.5밀리그램(리바스티그민타르타르산염),EXELON4.5mg,zzzzzz,9,11,갈색
200008772,엑셀론캡슐6.0밀리그램(리바스티그민타르타르산염),EXELON6mg,zzzzzz,9,11,주황
199803146,엘지리바비린캡슐100밀리그램,LGR100,zzzzzz,9,10,하양
199902308,오메드정10밀리그램(오메프라졸),SK010,zzzzzz,10,6,zzzzzz
199900120,오엠피정40밀리그램(오메프라졸),OMP40,zzzzzz,9,12,zzzzzz
200307649,오젠정0.625mg,U|3772,U|3772,9,13,zzzzzz
200307650,오젠정1.25mg,U|3773,U|3773,9,12,zzzzzz
199801138,오푸신정(오플록사신),OFCBPH,zzzzzz,10,15,zzzzzz
199800677,옴니세프캡슐100밀리그램(세프디니르),Ocef100,zzzzzz,9,14,분홍
199001306,유레틴정(아조세미드),URT,|,8,15,zzzzzz
199605130,유렉신정250밀리그램(플루타미드),|,zzzzzz,10,13,zzzzzz
199700694,유에프티캡슐,TC434TC434,zzzzzz,9,15,하양
200000224,이모튼캡슐(아보카도zzzzzz소야불검화물의추출물),P300,zzzzzz,9,12,회색
200308344,이소켓서방캡슐120밀리그램(이소소르비드이질산염),ISOKET120,zzzzzz,9,14,분홍
200308353,이팩사엑스알서방캡슐75밀리그램,75,zzzzzz,9,14,분홍
197800241,이피라돌정(황산헥소푸레나린)(수출용),IPT,|,10,15,zzzzzz
199803145,자니딥정(레르카니디핀염산염),|,LGZ10,10,13,zzzzzz
200410090,리피토정10밀리그램(아토르바스타틴칼슘삼수화물),ATV,10,10,15,zzzzzz
200410085,리피토정20밀리그램(아토르바스타틴칼슘삼수화물),ATV,20,10,15,zzzzzz
200109957,자세틴정0.25밀리그램(알프라졸람),Z,|,8,15,zzzzzz
199700693,제일로피드캡슐(겜피브로질),Lopid™PD669,zzzzzz,9,7,하양
198200157,제일스파게린정(플라복세이트염산염),JEILSG200,zzzzzz,10,15,zzzzzz
199600559,제일알맥스정500밀리그람(알마게이트),AMX,zzzzzz,10,15,zzzzzz
199300655,제일실라자프릴정0.5밀리그램(실라자프릴수화물),JI0.5,|,10,15,zzzzzz
199300654,제일실라자프릴정2.5밀리그램(실라자프릴수화물),JEIL2.5,|,10,11,zzzzzz
198500306,제일와파린정(와파린나트륨),JD,C|U,10,14,zzzzzz
199802635,쎌라트세파드록실캅셀250밀리그람(수출용),CPKCFDX,zzzzzz,9,7,하양
200003416,씨엠지아시클로버정,CPK8,zzzzzz,10,10,zzzzzz
200003427,쎌라트바클로펜정10mg(수출용),SJ,zzzzzz,10,13,zzzzzz
200003411,아크론정,CPK11,zzzzzz,10,15,zzzzzz
200003406,페노테정(브롬화수소산페노테롤정),CP20,zzzzzz,10,15,zzzzzz
199802621,프리나정(나프록센나트륨),CPK10,zzzzzz,8,10,zzzzzz
200002841,설핀정(레보설피리드),SD,25,10,15,zzzzzz
199800953,락타목스정(아목시실린수화물.묽은클라불란산칼륨),KS,zzzzzz,8,15,zzzzzz
200001204,에이프로젠레보설피리드정,KS,zzzzzz,10,15,zzzzzz
200512163,타코펜캡슐,GUJUTCP,zzzzzz,9,8,빨강
200003019,삐삐콜플러스정,DEX,|,8,10,zzzzzz
200002987,신일슈도에페드린정(슈도에페드린염산염),SI60,|,10,15,zzzzzz
200003021,신일오바스타정(로바스타틴),OVASTAR20,|,10,10,zzzzzz
200100671,제니드정,ANP,XID,10,13,zzzzzz
199902890,슈콜민캡슐,알파SCM,zzzzzz,9,10,파랑|옅은
199002277,액티스정,DPA,zzzzzz,10,8,zzzzzz
200102170,나이시드캡슐150㎎(니자티딘),NACID150mg,zzzzzz,9,13,노랑
199801990,라니콤정,YI,20,10,15,zzzzzz
200002663,레보트론정(레보설피리드),YI,31,10,15,zzzzzz
200002662,코사민캡슐(결정황산글루코사민)(수출명:MeencosCapsule.|ANFLAIMCapsule.),YICSM,zzzzzz,9,15,하양|투명
199101924,가스타제연질캡슐,GASTASE,zzzzzz,9,8,zzzzzz
199902931,디클로민캡슐10밀리그램(디싸이클로민염산염),DICLOMINDICLOMIN,zzzzzz,9,11,하양
199802716,브로질캡슐(겜피브로질),BROZILBROZIL,zzzzzz,9,7,하양
200003542,코스민캡슐(결정글루코사민황산염),COSMINCOSMIN,zzzzzz,9,8,연두
200003999,리프론정(레보설피리드),zzzzzz,LPT,10,15,zzzzzz
200003994,트리스캡슐(트리플루살),TRS,zzzzzz,9,15,하양|투명
200409939,아그릴린캡슐0.5밀리그램(아나그렐리드염산염),063,zzzzzz,9,15,하양
199001722,오티드정(염산오르페나드린),HNOTD,zzzzzz,10,15,zzzzzz
199401625,후루겐정(탈니플루메이트),HNFRG,zzzzzz,10,12,zzzzzz
199501906,하나파모티딘정,HNFMT,zzzzzz,10,15,zzzzzz
199702351,바시로바정(아시클로버),HNBCL,zzzzzz,10,10,zzzzzz
199702353,미토카정(메토카르바몰),HN|MT,|,9,15,zzzzzz
198501196,라니탁정(라니티딘염산염),HNRNT,zzzzzz,10,15,zzzzzz
199702377,티날핀정100밀리그람(염산티클로피딘)(수출용),T,zzzzzz,10,15,zzzzzz
199702378,티날핀정250밀리그람(염산티클로피딘)(수출용),HNTNP,zzzzzz,10,12,zzzzzz
199702408,푸락스정4밀리그람(메실산프리디놀)(수출용),HN4,zzzzzz,10,14,zzzzzz
199702409,푸락스정2밀리그람(메실산프리디놀),PX2,zzzzzz,10,12,zzzzzz
199702432,스파리나정(카로베린),HNS,zzzzzz,10,12,zzzzzz
198801937,두소릴캡슐(나프로닐옥살산염),MCHDSR100,zzzzzz,9,7,빨강
199001735,바나제정(스트렙토키나제및스트렙토도르나제),MD|VN,zzzzzz,10,12,zzzzzz
199806909,포르타제정,MDFT,zzzzzz,8,14,zzzzzz
199401632,탈리맥스정(탈니플루메이트),MD|M45,zzzzzz,10,12,zzzzzz
198901887,싸이베린정,CVR,|,10,15,zzzzzz
198901899,나올텐정,NOT,|,10,13,zzzzzz
199102092,다이야펜정400밀리그램(이부프로펜),zzzzzz,DF,9,12,zzzzzz
199102093,솔다린에스캡슐,SDS,zzzzzz,9,8,초록
199602149,솔라메트정(탈니플루메이트),SMT,KM,10,12,zzzzzz
199602137,미래시프로플록사신정,CPX,zzzzzz,10,15,zzzzzz
199702485,크로펜정(클로닉신리시네이트),zzzzzz,CF,9,14,zzzzzz
199702499,모니틴정(이부프로펜),|,MT,9,13,zzzzzz
200607006,미래트리메부틴정(트리메부틴말레산염),zzzzzz,TM,10,9,zzzzzz
199702504,두청정(수출용),DC,|,9,9,zzzzzz
199502584,몰타제정,5,zzzzzz,9,9,zzzzzz
200704546,씨스토민연질캡슐(Lzzzzzz시스틴),CST,zzzzzz,9,12,zzzzzz
199903543,쎌크롬연질캡슐,SCR,zzzzzz,9,7,zzzzzz
198601478,토레스정(트리메부틴말레산염),TL,|,10,15,zzzzzz
198802643,서울파모티딘정20mg,FM,zzzzzz,10,15,zzzzzz
199302973,오렉신정,SPC,zzzzzz,9,13,zzzzzz
199302967,레노아연질캡슐(수출용),RENOA,zzzzzz,9,11,zzzzzz
199302956,자이트캅셀,JIT,zzzzzz,9,9,연두
199302970,서울푸마르산케토티펜정(수출명:서울케토티펜정),SEL,|,10,15,zzzzzz
199302974,안타에정,ATE,zzzzzz,10,15,zzzzzz
199703205,오소본정(오소판물질),SEL,zzzzzz,9,13,zzzzzz
199803455,폴리티딘정,SPL,zzzzzz,10,15,zzzzzz
199903669,디바캡슐,DIVADIVA,zzzzzz,9,8,연두
200502840,기가연질캡슐(벤조나테이트),GIGA,zzzzzz,8,13,zzzzzz
199903649,세브론캡슐(아세틸시스테인),SBR,zzzzzz,9,10,하양
199502649,아시로빈정(아시클로버),zzzzzz,zzzzzz,10,10,zzzzzz
200511063,아큐프릴정10밀리그램(퀴나프릴염산염),1|0,|,5,15,zzzzzz
200409933,프로베라정5mg(메드록시프로게스테론아세테이트),U,286|286,10,10,zzzzzz
198000581,카소딜정10밀리그램(희질산이소소르비드),CSD,H|L,10,15,zzzzzz
198100650,한림프로필티오우라실정,PTU,H|L,10,15,zzzzzz
198100645,스파몬정(카로베린),SPM,zzzzzz,10,12,zzzzzz
198100646,갈도나우정,GDN,zzzzzz,10,15,zzzzzz
198100647,파박신정,HL725,zzzzzz,9,15,zzzzzz
198501557,오제나정,OZN,zzzzzz,10,9,zzzzzz
198701854,메섹신정(메틸올세팔렉신리시네이트),PL,zzzzzz,9,12,zzzzzz
198802661,오부틴정(염화옥시부티닌),H|L,OBT,10,10,zzzzzz
198902527,다제스캡슐,HANLIMHANLIM,zzzzzz,9,15,하양|초록|투명
198902522,한림브렌딜정(말레인산시네파짓)(수출명:바소디스탈정),BD,zzzzzz,9,15,zzzzzz
198902526,갈스파연질캡슐,GALSPA,zzzzzz,9,12,zzzzzz
