id,name,front,back,shape,color,색상뒤
199400069,락스티날캡슐(락토바실루스아시도필루스틴달화동결건조물)(수출명:HANKOOKBIOTOPCAPSULE|HUTECSPHARMLACSTINALCAPSULE),HTLST,-,9,13,노랑
199500061,디엠정(돔페리돈말레산염),HT,DM,10,15,-
199700106,록사신정(록시트로마이신),HTRXC,-,10,15,-
199500050,옥티로늄정20밀리그램(옥틸로늄브롬화물),HT|OT,-,10,9,-
199600094,세파록스캡슐(세파클러수화물),HTCFR,-,9,10,하양
199600090,안타볼정,HTATB,-,5,15,-
199800046,엔타신정,HTATC,-,10,15,-
199600091,젠티큐연질캡슐,젠티Q,-,9,7,-
199200163,휴텍스파모티딘정10밀리그람,HT,10,10,8,-
199400070,아나폴테정(세라티오펩티다제),HTA,-,10,13,-
197800021,갈미정(갈근탕가오미엑스정),GH,HF,9,11,-
197900013,아코니발정(정제부자),GH,-,10,13,-
199600107,한풍이부프로펜정,EVF,-,9,12,-
196400005,씨제이베사코린정(베타네콜염화물),BCO,-,10,15,-
196300001,디고신정(디곡신),십자|,DG,10,15,-
196500004,후라시닐정(메트로니다졸),FLA|,-,10,15,-
196600007,씨제이케이완정(피토나디온),|K1,-,10,13,-
197400028,단젠정(세라티오펩티다제),DZN,-,10,12,-
197600035,가스트로카인정(옥세타자인),GS,-,10,15,-
197800027,데카키논캡슐(유비데카레논캡슐),DECDEC,-,9,12,노랑
198100012,헤르벤정(딜티아젬염산염),HB,-,10,15,-
201306491,나쎈연질캡슐(나프록센),나쎈,-,8,8,-
201306492,캐롤엔연질캡슐(나프록센),캐롤엔,-,8,7,-
201306496,환인알마게이트정500밀리그램(알마게이트),WI,AM,10,15,-
201306500,징코로민정(은행엽건조엑스),MM,GK,10,8,-
201306525,파멜라정2.5밀리그램(레트로졸),ID,P,10,12,-
201306527,디어메디정4밀리그램(글리메피리드),GM|GM,|,0,10,-
201306534,가스론엔구강붕해정2밀리그램(이르소글라딘말레산염),255,-,10,15,-
201306538,글리티브필름코팅정100밀리그램(이매티닙메실산염),IM100,|,10,11,-
201306528,마니스탑정(방풍통성산건조엑스-에프),GM,-,10,9,-
201306549,레티정(레보세티리진염산염),IH,L,8,15,-
201306597,하벤콜큐연질캡슐,하벤콜Q,-,8,7,-
201306824,로자타정50밀리그램(로사르탄칼륨),IH,L|5,8,15,-
201306839,글리메필정(글리메피리드),GM|2,DOCEO,8,13,-
201306861,하벤큐연질캡슐,하벤Q,-,8,13,-
201306862,하벤코프큐연질캡슐,하벤코프Q,-,8,10,-
201306948,네옥트정(티옥트산)(수출명:COBUNA),NK,-,9,9,-
201306955,올메탄정11.04밀리그램(올메사탄실렉세틸),OLC,10,8,15,-
201306975,비맥스실버정,SGC,-,8,6,-
201306990,파마빅캡슐15밀리그램(멜록시캄),BPM15,-,9,9,노랑
201307079,플록틴캡슐10밀리그램(플루옥세틴염산염),KKFLT10,-,9,8,초록
201307080,덱펜연질캡슐(덱시부프로펜),KbDPC,-,8,8,-
201307108,아클란정625밀리그램,,625,8,15,-
201307109,루카스정10mg(몬테루카스트나트륨),CV,-,7,14,-
201307121,가모틴정(모사프리드시트르산염수화물),I|H,M5,9,15,-
201307122,글리마정400밀리그램(이매티닙메실산염),I|,BR,8,11,-
201307503,한미리렉스정200밀리그램(클로르족사존),RX200,-,8,13,-
200100769,로페라민캡슐,D-WD-WLPRLPR,-,9,13,하양
200400641,세리펙에스정,ANP,SRP,10,12,-
200302335,렉시클연질캡슐,YM-R,-,8,8,-
200200099,프론크논캡슐(배농산급탕),한풍프론크논,-,9,11,하양
200300430,코뚜에프정,KOLON,|,9,10,-
200202352,은록정80mg(은행엽엑스),KDP,-,9,9,-
200100936,뉴락스정,TGNL,-,10,8,-
200704967,애드릴정10밀리그램(이미다프릴염산염),1,|,10,15,-
200705002,이미트릴정10밀리그램(이미다프릴염산염),TGI,|,10,15,-
200202180,알부그로민연질캡슐,FT-AM,-,9,13,-
200200909,화인탈츄어블정(수출명:OZIMETAL|CHEWABLETab),,-,10,14,-
200502128,다아펜정,|,DΛ,9,15,-
200400871,레알연질캡슐,REAL,-,8,12,-
200502194,오잘탄정100밀리그램(로사르탄칼륨),OZ2,-,0,15,-
200403611,덴타가드캡슐,YMD-Gad,-,9,7,빨강
200402144,하벤코프에스캡슐,하벤코프A,-,9,10,파랑
200706320,디아릴정4mg(글리메피리드),|4,-,9,10,-
200301824,젠트본골드연질캡슐,FT-RMC,-,9,11,-
200710203,이브에이정,EVA,-,10,15,-
200302687,인스콜에프캡슐,INSC02,-,9,11,갈색
200400548,레버맥스연질캡슐,레버맥스,-,9,8,-
200708888,라모스탈정100밀리그램(라모트리진),,100,7,13,-
200709806,아이플러스연질캡슐,EYE,-,8,11,-
200403647,리놀민연질캡슐,리놀민,-,8,9,초록
200502475,파노바-에스연질캡슐,YPP,-,8,10,-
200710782,탁센연질캡슐(나프록센),TAK-SEN,-,8,8,-
200708838,심발타캡슐30밀리그램(둘록세틴염산염),954330mg,-,9,10,하양
200501183,뉴미네랄비타연질캡슐,Nmvita,-,9,8,-
200707139,프레지스타정(다루나비어에탄올레이트),300MG,TMC114,8,12,-
200709740,뉴칼크츄어블정,NCAL,|,10,15,-
200607735,콘택골드캡슐,YHCNT,-,9,7,투명
200400084,그린비정,G|H,-,8,11,-
200811364,임팩타민파워정,VB,|,8,13,-
200705992,아토르바정10밀리그램(아토르바스타틴칼슘삼수화물),YH,10,8,15,-
200704324,비스비캡슐(포도엽건조엑스),PKPPKP,-,9,11,갈색
200402661,파워콘에스연질캡슐,FT-PCS,-,9,11,-
200700814,뉴로페질정10밀리그램(도네페질염산염일수화물),CKD,10,10,13,-
200102121,하벤스트롱캡슐,하벤Strong,-,9,13,노랑
200402647,덴타케어캡슐(수출용),HMPDentacare,-,9,12,주황
200502949,헬씨타민연질캡슐,RPHTM,-,9,11,-
200303329,비큐란연질캡슐,BTO,-,8,8,-
200201848,애가펜정,DID,ΛEG,9,11,-
200300298,레큐어연질캡슐,REC,-,8,8,-
200302003,에카펜정,CAEC,|,9,14,-
200706008,아마돌정,AJU,AOT,9,13,-
200701087,스프라이셀정20밀리그램(다사티닙),BMS,527,10,15,-
200600414,바시핀정4밀리그램(라시디핀),Y|I,8|,8,15,-
200610677,파마톤더블유정,G115,-,8,11,-
200400253,올판토-에프정,SS|FP,-,9,9,-
200402551,바로타민연질캡슐,BRTM,-,9,11,-
200300957,셀타민정,SMT,I|Y,9,11,-
200402052,탈러텍캡슐,WalC29,-,9,10,파랑
200301926,씨라인정(방풍통성산건조엑스에프),KDP,-,10,9,-
200301479,이벤캡슐,WalC27,-,9,13,노랑|옅은
200403211,네가본에프연질캡슐,NEGABON-F,-,9,8,-
200600324,락스핀정(라시디핀),L|C,U|K,8,15,-
200100921,바스크롱캡슐,TGBSR,-,9,2,노랑
200710811,레나라정(레트로졸),K.D,LT,10,13,-
200402581,리게논-큐연질캡슐,SILGQ,-,9,12,갈색
200710814,리덕타민캡슐12.55밀리그램(시부트라민),YHRDT12.55,-,9,10,하양
200500629,라니디엠정4밀리그램(라시디핀),,L|4,8,15,-
200302374,메가콘트로연질캡슐,MGCT,-,9,11,-
200403732,쉬버스탑연질캡슐,KbSSC,-,9,11,-
200804561,듀오셋정,SCD,A/T,9,13,-
200200273,케어판토정,SSCA,-,9,13,-
200402147,코스톱캡슐,코스톱KDC,-,9,14,하양
200202897,칼비스연질캡슐,RPCVS,-,8,8,-
200704533,피나스텔정1mg(피나스테리드),,-,6,14,-
200400882,비타콤비500플러스정,ΛL,500,9,11,-
200703050,리피칸정20밀리그램(아토르바스타틴칼슘삼수화물),LP,20,8,15,-
200201066,토코박스정,JYTC,-,9,9,-
200202188,젠트본연질캡슐,FT-JTB,-,9,11,-
200400635,콜벤에프캡슐(수출용),ANPCBF,-,9,7,하양
200302710,비스탑정(방풍통성산),INSF8,-,10,9,-
198500131,중외듀스파타린정135밀리그램(메베버린염산염),D135,-,10,15,-
198500125,시그마트정5밀리그램(니코란딜),,5|S,10,15,-
198900263,메수리드정(니메술리드),M,|100,10,15,-
200110059,중외세파클러캡슐,CFC,-,9,8,노랑
199300319,큐록신정100밀리그램(발로플록사신),Q100,-,10,15,-
199300325,도메난정200밀리그램(오자그렐염산염일수화물),,,10,15,-
199600267,가나칸정50밀리그램(이토프리드염산염),G50,,10,15,-
199800187,시너프정,SF,CWP,10,15,-
197400059,파무정(프랄리독심염화물|수출명:PralidoximChlorideTab.),P,|,10,15,-
198600161,베스티딘정20밀리그램(파모티딘),B20,-,10,9,-
197700049,에취투정(시메티딘)(수출명:CIMETIDINETAB.200mg),,,10,15,-
196000003,덱사소론정0.75밀리그람(덱사메타손),,|,10,13,-
199300355,플라신정100밀리그램(오플록사신),OF,100,10,15,-
198800247,마게날에프정,MAF,-,10,9,-
199000257,삼성푸마르산케토티펜정,S,K,10,15,-
199100291,쓸기담에프연질캡슐,쓸기담F,-,9,13,갈색
199700429,록시나정(록시트로마이신),SS,RX,10,15,-
200808008,카바간연질캡슐,카바간,-,9,9,-
200000452,삼성바클로펜정,S,B,10,15,-
198800257,트렌타딜정(바미필린염산염),KS,DI,10,15,-
198800286,폴라실캡슐,CGP33,-,9,8,노랑
199000272,트리씰린엔캡슐(독시사이클린)(수출용),SLTNC,-,9,10,파랑
199200349,싸이프린정(시클로벤자프린염산염),SL,|,10,15,-
199200350,유니프릴정10밀리그램(에날라프릴말레산염),SCL2,2,10,15,-
199300386,솔펜정,CGP,|,9,15,-
199300385,돌펜정(탈니플루메이트),SL,-,10,12,-
199300384,레스코캅셀(폴리사카라이드케이),SLRSK,-,9,11,노랑
199403378,에이프로젠나프록센나트륨정,CGP,16,9,10,-
199400333,에이프로젠세파드록실캡슐[수출명:사목실캅셀(세파드록실)|피록실캅셀(세파드록실)],SLCEF,-,9,10,하양
199700490,가스텍정(미소프로스톨)(수출명:BEEALLETIN),SL,T1,10,15,-
199600319,마나슬루정(니메술리드)(수출용),SL,LI,10,15,-
199600328,바로닉신정125밀리그램(클로닉신리시네이트),CGPBN,-,10,15,-
196300019,니박스정(프레드니솔론)(수출용),△○|5,Lepetit,10,15,-
197800085,국제시메티딘정,C,C,10,4,-
198000105,국제독시사이클린하이클레이트수화물캡슐100밀리그램,KJKJDOXYDOXY,-,9,3,하양
198100081,트리세프캡슐(세프라딘수화물),TricefTricef,-,9,7,회색
198200120,타라부틴정(트리메부틴말레산염)(수출명:뉴트리소젠정),TB1KJ,-,10,15,-
198200118,트리티코정25밀리그람(트라조돈염산염),TTCKJ,-,10,4,-
198300130,오노페인정200밀리그람(이부프로펜),ONPKJ,-,10,14,-
198300132,트리세프캡슐500밀리그람(세프라딘수화물),KJTricef500,-,9,10,파랑
198500191,국제세파드록실캡슐(세파드록실수화물)(수출명:루모세프캅셀),KJCFD,-,9,7,노랑
199100346,데오본정(이프리플라본),KJ,KJ,10,15,-
199200407,트리티코서방정75밀리그람(트라조돈염산염),,||,9,15,-
199200421,파라돌정(옥수수불검화정량추출물),KJPARADOL,-,10,12,-
199200423,키포신정(시프로플록사신염산염수화물),KP|250,-,10,15,-
199300414,케모신캡슐(세파클러수화물)(수출명:국제케모신캡슐),KUKJEKEMOCIN,-,9,5,하양
199800446,플로락캅셀(사카로마이세스보울라디균),KJFLR,-,9,13,노랑
197900095,록시스린정150밀리그람(록시트로마이신)[수출명:프록시맥스정],ROXKJ,-,10,15,-
199700536,국제로라타딘정(수출용),KJL,|,10,15,-
199500305,국제아시클로버정(수출명:아시박스정|국제아시박스정|라네아신정),KJ|AC,-,9,10,-
198200117,트리티코정50밀리그람(트라조돈염산염),TTCKJ,|,10,14,-
199700526,플루탈정(탈니플루메이트),FLTKJ,-,10,12,-
200603871,코프렐정(벤프로페린인산염),,CF20,10,15,-
200108822,유나신정375mg(설타미실린토실산염수화물),UN-3,-,9,15,-
200511060,디푸루칸캡슐50밀리그람(플루코나졸),FLU-50,-,9,10,하양
200511068,졸로푸트정50밀리그람(설트랄린염산염),,ZLT|50,9,15,-
199500322,일동캅토프릴정25밀리그람(수출용),ID|25,십자|,10,15,-
198300049,씨제이아도나정(카르바조크롬설폰산나트륨),ADN,-,10,12,-
198300050,트리파몰정(트리파미드),T|L,-,10,15,-
198500050,이노엔비타메진캡슐,VMVM,-,9,7,노랑
198500049,비타메진캡슐50밀리그램,VM50VM50,-,9,7,노랑
198600058,헤르벤서방정90밀리그램(딜티아젬염산염),H90,-,10,15,-
198800119,셀벡스캡슐(테프레논),SX50SX50,-,9,8,노랑
199300168,바난정(세프포독심프록세틸),BNT,-,10,15,-
199400095,헤르벤서방캡슐180밀리그램(딜티아젬염산염),HER180mg,-,9,15,하양
199200183,카도파민정(데노파민),CFN,-,10,15,-
199300175,메바로친정10밀리그램(프라바스타틴나트륨),M|10,-,10,14,-
199907311,란스톤캡슐(란소프라졸과립),LSTLST,-,9,15,하양
199600144,메테스캡슐(비페닐디메칠디카르복실레이트),MET,-,9,7,하양|투명
199400099,비비셀정(비페닐디메칠디카르복실레이트),BBC,-,9,15,-
195900001,헤로세친캅셀250밀리그람(클로람페니콜),CKD250,-,9,11,노랑
196000001,테라싸이클린캅셀250밀리그람(염산테트라싸이클린),CKD250,-,9,11,청록
197300013,유글루콘정(글리벤클라미드),BM|EU,BM|EU,9,15,-
197400039,탐부톨정400밀리그램(에탐부톨염산염),T,-,10,13,-
197500016,낙센정(나프록센),N250,-,9,13,-
197500015,아목사펜캡슐(아목시실린수화물)(수출명:아드목스캡슐|에프페닉스캡슐),CKD250,-,9,7,노랑
197700025,푸리노신정(이노시플렉스),PRINOSINE,|,10,15,-
197700028,에리스로캡슐(에리트로마이신에스톨산염),CKD250,-,9,8,노랑
198000054,리포덱스정300밀리그람(리팜피신),300,-,8,12,-
198100015,베자립정(베자피브레이트),BM,G6,10,15,-
198200049,리포덱스정450밀리그람(리팜피신)/종근당리팜피신정450밀리그람(수출용),450,-,8,12,-
198200048,리포덱스정600밀리그람(리팜피신)/종근당리팜피신정600밀리그람(수출용),600,-,8,12,-
198400057,제스탄정,ZT,-,9,13,-
198500058,종근당박시달캅셀200밀리그람(노르플록사신),NFLXNFLX200　200,-,9,10,노랑
198700096,카멕스캡슐(세파드록실수화물),500500,-,9,13,노랑
198800154,젤콤정(플루벤다졸),△▽△ZELCOM▽△▽,ZELCOM|CKD,10,14,-
198800150,이스모정(5-일질산이소소르비드),BM|B3,BM|B3,10,15,-
198800153,에나프린정10밀리그램(에날라프릴말레산염),10,|,10,14,-
198900125,에나프린정5밀리그램(에날라프릴말레산염),5,|,10,12,-
198900123,베자립서방정(베자피브레이트),BM,D9,10,15,-
198900129,애드칼정,ADCAL,|,8,15,-
199203510,리마틸정(부시라민),リマチル100,-,10,15,-
199200233,모드콜캅셀,MODCOLC·K·D,-,9,12,주황
199200232,종근당세파클러캡슐(세파클러수화물),CKDCKD,-,9,10,하양
199200236,오엠피정20밀리그램(오메프라졸),OMP20,-,10,12,-
199300225,은엑손연질캡슐(은행엽엑스),종근당,-,8,8,-
199300208,낙센에프정(나프록센),NAXEN-F500,|,9,13,-
199300217,종근당알벤다졸정,CKD,|,8,12,-
199400114,딜라트렌정25mg(카르베딜롤),B|M,D|5,10,15,-
199600168,제스판정,ZP,-,9,8,-
199700160,포세프캡슐(세픽심수화물),CKDCFIX,-,9,7,하양
199700176,로바로드정(로바스타틴),LV20,|,10,10,-
199800086,딜라트렌정12.5mg(카르베딜롤),B|M,H|3,10,11,-
199500092,뉴라셀연질캡슐(아르기닌치아졸리딘카르복실레이트),뉴라셀,-,9,11,갈색|옅은
199900114,크목실린정375밀리그램(아목시실린·클라불란산칼륨)[수출명:클루목스정(CLUMOXTABLET)|코멘틴정(KOMENTINTABLET)],CKD,-,8,15,-
199600158,사이폴-엔연질캡슐100밀리그램(사이클로스포린)(수출명:데나스포연질캡슐100밀리그램),Cipol-N100mg,-,9,6,-
199600151,사이폴-엔연질캡슐25밀리그램(사이클로스포린)(수출명:데나스포연질캡슐25밀리그램),25mg,-,8,6,-
198000058,디페인정(디클로페낙나트륨),,-,10,13,-
198200050,아미타제정(세라티오펩티다제),5,-,10,12,-
198800164,노바킹에이정,,-,10,13,-
198900132,판타제에이정,DKP,|,10,12,-
198900184,리보타제정,,-,9,9,-
198900194,하프록실캅셀250밀리그람(세파드록실수화물),DPCHRX,-,9,11,하양
199000140,동광염산암브록솔정,AX,|,10,15,-
199000139,시스타인캡슐(아세틸시스테인),DPCCST,-,9,8,초록
199200248,유니메톤정(나부메톤),DPC,-,10,13,-
199400182,시크렌캡슐(세파클러수화물),DPCCCL,-,9,10,하양
199400179,동광오플록사신정,,-,5,15,-
199400171,동광에날라프릴정10mg,DK,10,10,14,-
199600217,클라씨린정(아목시실린·클라불란산칼륨),,-,8,15,-
199400159,동광디페메린캡슐,DPCDFM,-,9,1,하양
199900124,아르줄렌정,,-,10,10,-
199500155,동광이부프로펜정400밀리그람,DPC,-,9,12,-
199600195,알루마정,,,10,15,-
199600201,카네마졸질정100mg(클로트리마졸),DPC,K,0,15,-
199600203,동광알마게이트정,,-,9,15,-
199000141,동광케토코나졸정(수출용:카나졸정),DKP,|,10,13,-
199100164,이연니모디핀정,ry3,-,10,15,-
199500174,이연클래리트로마이신정,ry,-,8,13,-
199700262,이연질산이소소르비드서방캅셀40밀리그램(수출용),RYJIC4,-,9,8,하양
199700263,이연질산이소소르비드서방캅셀120밀리그람,RYJIC,-,9,11,갈색
196400099,크로세린캡슐250밀리그램(시클로세린)(수출명:Dong-ACycloserine250mg),DACS,-,9,14,하양
196600011,베스타제정,BESTASE,-,10,12,-
196600012,베스타제당의정,BSS,-,10,14,-
197200016,동아조사마이신정,JMT,-,8,12,-
197700036,아푸로제캅셀(세미알칼리프로테아제),DAAPR,-,9,9,노랑|투명
198400073,동아페르디핀정20밀리그램(니카르디핀염산염),PDP,-,10,15,-
198600117,동아후루마크정100미리그람(에녹사신),FL,-,10,15,-
198800193,하노백연질캡슐1000아이유(비타민이),HAN1000,-,9,13,-
198800190,베스타제포르테정,BSF,-,9,15,-
198900223,동아슈프락스캡슐100밀리그램(세픽심수화물),DASRC,-,9,12,주황
198900209,동아페르디핀서방캡슐40밀리그램(니카르디핀염산염),DAPDL,-,9,15,하양
199000165,엑세그란정(조니사미드),ECT,|,10,15,-
199200261,동아오팔몬정(리마프로스트알파-시클로덱스트린포접화합물),OMT,-,10,15,-
199400202,판피린티정,PANT,|,9,15,-
200400184,판텍비캡슐,DAPT,-,9,13,하양
199500183,오논캡슐(프란루카스트수화물),DAONC,-,9,13,노랑
199600246,베스자임정,BSZT,-,8,14,-
199700332,복합하노백연질캅셀,HANF,-,9,11,-
200210186,세프질정250밀리그람(세프프로질수화물),7720,250,9,12,-
199800142,아크로펜정(아세클로페낙),ACF,-,10,15,-
199500193,고려은단아세트아미노펜500밀리그람정,K|E,-,9,15,-
197900066,유유알로푸리놀정,Y|Y,YAT,10,15,-
198200066,릴렉시아정(클로르페네신카르바메이트),YUYU,RXA,10,15,-
198300092,유유크리드정100mg(티클로피딘염산염),YCA,-,10,15,-
198600123,릴렉시아정250밀리그램(클로르페네신카르바메이트),YUYU,RXB,10,15,-
198700148,유유미오카마이신정(미데카마이신아세테이트),YU|YU,MOT,9,12,-
199000215,유유쏘롱캅셀(소팔콘),YUYUSOLONG100,-,9,15,하양
199300288,본키연질캡슐(칼시트리올),BKC,-,8,15,-
199700380,개비콘에스정,YUYU,GST,10,15,-
199704681,유유쏘롱정50밀리그람(소팔콘),YUYU,SLT,10,13,-
199900185,타나민정120밀리그람(은행엽건조엑스),YUYU,-,8,13,-
197600065,알키록산정(시클로포스파미드정),A,,10,15,-
200610667,듀파스톤정(디드로게스테론),-,155|155,10,15,-
198300096,리자벤캡슐(트라닐라스트),RZB,-,9,13,노랑
199000352,일동울굿캡슐(베넥세이트염산염베타덱스),UG200,-,9,15,하양
199000361,엘칸정330밀리그램(엘-카르니틴),ID,L,10,15,-
199500320,일동캅토프릴정12.5밀리그람(수출용),ID|12.5,-,10,15,-
199600370,일동초산미데카마이신정,ID|C,|,9,12,-
199700557,레녹스정(록소프로펜나트륨수화물),ID|LNX,-,10,14,-
198600235,사미온정10밀리그램(니세르골린),ID·S,-,10,15,-
197800093,사미온정(니세르골린),ID·S,-,10,12,-
199700555,사미온정30밀리그램(니세르골린),ID,|,10,13,-
199300459,메토폴정(메트포르민염산염),ID,500,10,15,-
197000037,아로나민골드정,Aro-G,Aro-G,8,7,-
199700548,오메큐캡슐(오메프라졸),ID20,-,9,5,보라
199100426,에펙신정100밀리그램(오플록사신),ILDONG,EFC100,10,15,-
199800473,라니원정,,-,10,14,-
199700553,큐란정75밀리그램(라니티딘염산염),ID,75,3,14,-
198500207,큐란정(라니티딘염산염),ID,-,10,15,-
197700088,하이메틴정(시메티딘),HIMETIN,-,10,15,-
199600367,판키아제정,IDP,P,9,8,-
199700556,일동록시트로마이신정(수출명:록손정|일록손정|일록솜정),ID,RXM150,10,15,-
199100420,일동세파클러수화물캡슐,IDCFC,-,9,5,하양
196900043,후라베린큐정,ID·Q,-,10,9,-
197900574,일동아목시실린수화물캡슐250밀리그램,IDPAM250,-,9,7,노랑
198902881,일동아목시실린수화물캡슐500밀리그램,IDPAM500,-,9,7,노랑
197700085,와이비탈캅셀500밀리그람(시클라실린)(수출명:일클라신캅셀500밀리그람),IDPWY500,-,9,8,초록
197400577,와이비탈캡슐250밀리그람(시클라실린)(수출명:일클라신캡슐250밀리그람),IDPWY250,-,9,14,분홍
198700430,알마겔정(알마게이트)(수출명:유한가스트라겔정),YH,AMG,10,15,-
198800426,케파신캡슐500밀리그램(세팔렉신수화물),YHKFC　500,-,9,7,노랑
198800437,키목신캡슐500밀리그램(아목시실린수화물)(수출명:아목시실린캡슐500밀리그램|아목스메디코|아목시실리나캡슐500밀리그램),YHKMX500,-,9,6,노랑
198800444,그랑페롤연질캡슐1000아이유(비타민이프리퍼레이션),G1000,-,9,11,-
198900493,유한세프라딘캡슐250밀리그램,YHCFD250,-,9,8,연두
198900494,유한세프라딘캡슐500밀리그램(수출명:세프라메디코캡슐500밀리그람|유한스포세프캡슐),YHCFD500,-,9,8,노랑
199000550,유한스프렌딜지속정5밀리그램(펠로디핀),AFm,5,10,14,-
199200613,유한염산라니티딘정150밀리그람,YH150,-,10,15,-
199300703,유한세파클러캡슐(수출명:유클러|메파클러),YHCCL250,-,9,10,파랑
199400505,밤벡정10mg(밤부테롤염산염),A|Bm,|,9,15,-
199500442,임듈지속정60밀리그램(이소소르비드-5-모노니트레이트),A|ID,|,8,13,-
199600581,바이탈씨에프정(수출명:라스코르빈포르트|아스코르빈플러스),YH,V-C,10,13,-
199700763,유한세파클러서방정375밀리그램[수출명:유한유클러서방정375밀리그램],YH,-,9,10,-
199700756,삐콤씨에프정(수출명:유한삐콤씨에프정),YH,B-F,8,11,-
199700761,메카트로스연질캡슐,YH,-,8,11,-
199900524,안플라그정100밀리그램(사르포그렐레이트염산염),YH,S|100,10,15,-
199900528,쎄투연질캡슐,YHE+Mg,-,9,11,-
199900536,쎄이칼정(수출명:칼슘포르트씨디(CalciumFortCD)),YH,S-C,8,9,-
198800445,파이런스캡슐,KLNPLCC,-,9,10,하양
198900504,올리비올캡슐(사카로마이세스보울라르디균),KOLONOLYB,-,9,15,하양
199000571,코니톱정,K|T,-,10,13,-
199000568,프로트린정(나프록센나트륨),KOLON,-,8,10,-
199000574,에포트릴정(에날라프릴말레산염)(수출용),KOLON,십자|,10,11,-
199100633,올리비올에스캡슐(사카로마이세스보울라르디균),올리비올에스,-,9,13,노랑
199100637,코오롱콤비짐정,CBZ,-,10,13,-
199100638,코오롱브렉신20밀리그램정(피록시캄베타-싸이클로덱스트린),B|20,-,2,13,-
199200633,코오롱브렉신정10밀리그램(피록시캄베타사이클로덱스트린),K|L,B|10,2,13,-
199203487,덴타돌연질캡슐(옥수수불검화정량추출물),DT,-,8,12,-
199400513,레미코트서방성캡슐1밀리그램(에메다스틴푸마르산염서방성과립),KLNKLNRM-1RM-1,-,9,15,하양|투명
199400514,레미코트서방성캡슐2밀리그램(에메다스틴푸마르산염서방성과립),KLNKLNRM-2RM-2,-,9,12,하양|투명
199600616,듀오나제정(스트렙토키나제·스트렙토도르나제)(수출명:코오롱듀오나제정),KOLON,D|N,10,12,-
199700811,로맥사신캡슐100밀리그램(로메플로사신염산염),KLNLMXC,-,9,15,하양
199700812,소아용록시틸정50밀리그램(록시트로마이신),KLN|,50,10,15,-
199700809,록시틸정150밀리그램(록시트로마이신),KLN,150,10,15,-
199500466,트라몰정325밀리그람(아세트아미노펜),KOLON|PHARM,-,10,15,-
199100626,튜란트캡슐200밀리그램(아세틸시스테인),KLNTRTC,-,9,8,하양
199300758,트라몰정160밀리그람(아세트아미노펜),KOLON,T|R,10,13,-
199300759,플라본정(은행엽건조엑스)수출명:코오롱플라본정(은행엽건조엑스),K|L,|,2,9,-
198700443,코딜라트정(페노테롤브롬화수소산염),KOLON,C|D,10,15,-
199700798,앤지비드서방정40mg(묽은이소소르비드이질산염),E|40,KOLON,10,15,-
199800751,포스바인정(아세트산칼슘)(수출용),K,|,10,15,-
199900554,안타신정,KOLON,-,8,15,-
199100632,튜란트캡슐100밀리그램(아세틸시스테인),KLNTRT1,-,9,8,하양
199200629,로시드정150밀리그램(라니티딘염산염),KOLON,LCD,10,15,-
199400517,무스타진정(염산톨페리손)(수출용),MZ,-,10,15,-
199500470,하미돈엠정(돔페리돈말레산염),KOLON,|,10,15,-
198100132,바이넥스아세트아미노펜정,,|,10,15,-
198600367,알로엑스정(노회엑스),,S,10,4,-
198600368,막틸정200밀리그람(설피리드),,200,10,15,-
198600365,비올라정(클로닉신리시네이트),,|,10,4,-
198700455,판개스트정,,PGT,9,15,-
198900519,파나세아에스정,,|,8,11,-
199000589,비코센정,BIC,-,10,12,-
199000587,리놀에스캅셀,RHS,-,9,8,초록
199300766,크리오캅셀(운지다당체),CRO,-,9,11,갈색
199500477,헬크린연질캅셀,헬크린,-,9,11,빨강
200000936,오라테오캡슐(결정글루코사민황산염),Orateo,-,9,8,초록
199800784,프로라틴정,,PRT,10,13,-
200000930,닥스펜정(덱시부프로펜),,D300,9,14,-
199500491,루트펜160밀리그램정(아세트아미노펜),,-,10,13,-
199600625,루트펜325밀리그램정(아세트아미노펜),,325,10,15,-
199900579,에이테론연질캅셀,에이테론,-,9,11,-
199900581,미겔에스정,,MS,10,15,-
197000049,셉트린정,|ST,-,10,15,-
197000053,액티피드정,|AC,|,10,15,-
197000050,자이로릭정(알로푸리놀),GS|FE7,-,10,15,-
197700120,부루펜정200밀리그램(이부프로펜),,BR2,9,15,-
197800143,삼일후로벤정(플루비프로벤),FB,-,10,13,-
198000170,포리부틴정(트리메부틴말레산염),SAMIL|PB1,-,10,15,-
198200184,후루다랜캡슐(디에칠아민크로모카르브),FDC200,-,9,10,하양
198300343,부루펜정400밀리그램(이부프로펜),,BR4,9,15,-
198300344,부루펜정600밀리그람(이부프로펜),,BR6,9,15,-
198600374,삼일푸로치아덴캡슐(도술레핀염산염),PDC25,-,9,7,갈색
198900528,포리부틴에프연질캡슐(수출용),PBF,-,9,11,-
199600647,스피졸정,,SPZ,10,15,-
199700840,미클라캡슐(세파클러수화물),MKC,-,9,5,보라
199900600,콜맥스질연질캅셀(프로메스트리엔),CMS10,-,8,15,-
199907323,콜셉틴질정,,CSP,9,6,-
197800147,마더스시메티딘정,ANP,200,10,15,-
199000622,비카린정(수출용),ANP,BIC,10,8,-
197900157,페록살정(플루페남산)(수출용),ANP,FX,10,12,-
198500392,프리카바캡슐(수출용),ANPFRI,-,9,13,하양
198500384,포리라제정,ANP,-,9,9,-
